obs_id,user_study_id,respondent_id,task_label,completion_secs,error_count,nasa_tlx_score,satisfaction,noted_at
1012,8,178,Anomaly identification,240.81,1,68.99,0.0071,2023-08-19 00:00:00
1013,8,400,Report export,168.89,0,13.14,0.08,2023-08-20 00:00:00
1014,8,400,Recommendation acceptance,383.21,3,50.77,0.7239,2023-09-06 00:00:00
1015,8,400,Model output interpretation,52.87,5,13.57,0.6959,2023-08-27 00:00:00
1016,8,116,Checkout completion,463.75,3,55.29,0.3654,2023-09-05 00:00:00
1017,8,116,Recommendation acceptance,258.75,0,17.49,0.0813,2023-07-27 00:00:00
1018,8,497,Recommendation acceptance,487.86,6,69.48,0.4919,2023-08-02 00:00:00
1019,8,497,Search & filter,430.96,1,64.08,0.5747,2023-09-07 00:00:00
1020,8,497,Alert triage,256.86,0,85.22,0.8066,2023-08-09 00:00:00
1021,8,497,Checkout completion,352.32,6,88.53,0.0655,2023-08-12 00:00:00
1022,8,497,Report export,592.67,5,85.43,0.1065,2023-08-04 00:00:00
1023,8,341,Checkout completion,540.96,2,81.53,0.187,2023-08-16 00:00:00
1024,8,341,Search & filter,315.51,3,72.32,0.551,2023-07-28 00:00:00
1025,8,782,Search & filter,486.6,0,50.13,0.5064,2023-08-03 00:00:00
1026,8,782,Anomaly identification,188.53,5,32.12,0.6731,2023-08-14 00:00:00
1027,8,782,Report export,26.57,4,13.83,0.7716,2023-08-04 00:00:00
1028,8,782,Model output interpretation,335.42,1,36.35,0.1147,2023-08-04 00:00:00
1029,8,782,Alert triage,181.17,0,78.69,0.3717,2023-08-09 00:00:00
1030,8,306,Dashboard navigation,65.16,4,23.01,0.062,2023-08-31 00:00:00
1031,8,306,Onboarding flow,426.71,1,59.3,0.9692,2023-08-20 00:00:00
1032,8,306,Recommendation acceptance,558.0,1,47.07,0.4758,2023-08-13 00:00:00
1033,8,306,Anomaly identification,328.42,0,30.79,0.2553,2023-09-08 00:00:00
1034,8,100,Search & filter,166.47,5,29.81,0.934,2023-07-30 00:00:00
1035,8,100,Dashboard navigation,26.75,1,84.76,0.2014,2023-09-03 00:00:00
1036,8,100,Recommendation acceptance,259.28,1,25.34,0.8737,2023-08-21 00:00:00
1037,8,594,Recommendation acceptance,334.41,8,30.01,0.7633,2023-08-03 00:00:00
1038,8,594,Anomaly identification,472.42,2,60.77,0.8692,2023-09-07 00:00:00
1039,8,594,Alert triage,23.51,0,45.09,0.8762,2023-08-13 00:00:00
1040,8,535,Anomaly identification,198.16,5,26.11,0.681,2023-08-29 00:00:00
1041,8,535,Dashboard navigation,188.56,2,77.07,0.9526,2023-07-28 00:00:00
1042,8,625,Dashboard navigation,549.52,5,17.78,0.0227,2023-08-20 00:00:00
1043,8,625,Model output interpretation,383.63,7,47.88,0.2327,2023-07-27 00:00:00
1044,8,625,Onboarding flow,285.46,4,79.29,0.8896,2023-07-27 00:00:00
1045,8,268,Onboarding flow,227.48,3,18.27,0.6016,2023-08-12 00:00:00
1046,8,268,Recommendation acceptance,383.29,1,53.7,0.4134,2023-08-27 00:00:00
1047,8,268,Model output interpretation,26.92,4,66.38,0.5355,2023-09-03 00:00:00
1048,8,268,Anomaly identification,267.88,3,85.88,0.2576,2023-08-11 00:00:00
1049,8,268,Dashboard navigation,502.4,0,76.73,0.7958,2023-08-20 00:00:00
1050,8,305,Alert triage,119.09,5,65.29,0.1828,2023-09-01 00:00:00
1051,8,305,Checkout completion,597.06,8,21.88,0.7059,2023-09-03 00:00:00
1052,8,305,Report export,167.19,6,26.04,0.4017,2023-08-26 00:00:00
1053,8,27,Search & filter,418.62,0,52.79,0.7505,2023-09-01 00:00:00
1054,8,27,Model output interpretation,553.67,3,70.04,0.0131,2023-08-04 00:00:00
1055,8,640,Onboarding flow,149.35,3,13.72,0.3644,2023-08-23 00:00:00
1056,8,640,Checkout completion,118.18,0,69.25,0.7679,2023-08-13 00:00:00
1057,8,640,Dashboard navigation,189.85,5,60.87,0.0014,2023-08-26 00:00:00
1058,8,640,Recommendation acceptance,460.53,6,16.24,0.4788,2023-09-01 00:00:00
1059,8,640,Report export,343.7,3,80.18,0.3012,2023-08-02 00:00:00
1060,8,1,Alert triage,153.94,2,21.04,0.4389,2023-08-19 00:00:00
1061,8,1,Checkout completion,290.26,3,65.58,0.3853,2023-08-10 00:00:00
1062,8,1,Model output interpretation,54.99,0,36.14,0.8725,2023-08-28 00:00:00
1063,8,1,Search & filter,556.12,7,82.38,0.3776,2023-08-25 00:00:00
1064,8,1,Report export,112.95,2,15.29,0.0258,2023-09-08 00:00:00
1065,8,519,Recommendation acceptance,219.73,5,64.6,0.2084,2023-09-01 00:00:00
1066,8,519,Report export,450.07,3,46.2,0.8486,2023-07-26 00:00:00
1067,8,519,Dashboard navigation,90.4,7,70.16,0.5754,2023-09-09 00:00:00
1068,8,86,Onboarding flow,110.2,3,72.44,0.2873,2023-07-27 00:00:00
1069,8,86,Anomaly identification,271.7,6,13.48,0.4961,2023-09-02 00:00:00
1070,8,86,Dashboard navigation,330.32,2,71.65,0.5757,2023-09-11 00:00:00
1071,9,75,Model output interpretation,100.82,0,38.05,0.3565,2023-01-01 00:00:00
1072,9,75,Checkout completion,311.8,0,22.45,0.713,2023-01-12 00:00:00
1073,9,75,Alert triage,129.96,5,78.44,0.1178,2023-01-06 00:00:00
1074,9,695,Report export,480.92,4,56.72,0.9355,2022-12-22 00:00:00
1075,9,695,Search & filter,178.62,3,75.42,0.6081,2022-12-31 00:00:00
1076,9,695,Checkout completion,333.35,5,79.19,0.0257,2022-12-27 00:00:00
1077,9,695,Dashboard navigation,388.38,7,86.87,0.6967,2023-01-13 00:00:00
1078,9,439,Report export,390.72,7,18.08,0.9858,2022-12-29 00:00:00
1079,9,439,Checkout completion,246.1,3,49.4,0.5137,2023-01-06 00:00:00
1080,9,169,Checkout completion,161.77,0,25.39,0.57,2023-01-11 00:00:00
1081,9,169,Recommendation acceptance,454.94,7,21.93,0.6649,2023-01-09 00:00:00
1082,9,169,Alert triage,166.08,5,32.0,0.122,2022-12-24 00:00:00
1083,9,169,Model output interpretation,29.87,2,44.02,0.6275,2022-12-22 00:00:00
1084,9,74,Search & filter,488.21,6,20.48,0.9754,2022-12-27 00:00:00
1085,9,74,Anomaly identification,513.33,4,79.15,0.7713,2023-01-04 00:00:00
1086,9,74,Alert triage,289.26,2,75.2,0.1691,2023-01-05 00:00:00
1087,9,74,Recommendation acceptance,412.91,2,15.96,0.3586,2023-01-10 00:00:00
1088,9,74,Checkout completion,414.2,8,70.98,0.4171,2022-12-30 00:00:00
1089,9,226,Search & filter,566.26,8,19.4,0.5116,2022-12-24 00:00:00
1090,9,226,Dashboard navigation,265.88,3,70.27,0.5415,2022-12-22 00:00:00
1091,9,226,Checkout completion,147.87,0,60.75,0.4705,2023-01-02 00:00:00
1092,9,226,Onboarding flow,312.27,6,28.57,0.5415,2023-01-02 00:00:00
1093,9,131,Model output interpretation,533.73,1,89.5,0.1012,2022-12-26 00:00:00
1094,9,131,Alert triage,316.81,2,28.25,0.2687,2023-01-08 00:00:00
1095,9,131,Search & filter,71.52,6,27.11,0.3164,2023-01-09 00:00:00
1096,9,131,Anomaly identification,183.47,7,45.37,0.2393,2022-12-26 00:00:00
1097,9,365,Alert triage,44.49,7,55.35,0.8207,2023-01-01 00:00:00
1098,9,365,Checkout completion,479.92,6,54.23,0.1413,2022-12-24 00:00:00
1099,9,365,Model output interpretation,81.01,7,11.48,0.8683,2023-01-04 00:00:00
1100,9,365,Report export,316.46,3,89.11,0.3336,2023-01-11 00:00:00
1101,9,365,Recommendation acceptance,328.0,8,18.23,0.0604,2022-12-29 00:00:00
1102,9,339,Recommendation acceptance,409.19,5,60.91,0.6429,2022-12-29 00:00:00
1103,9,339,Alert triage,329.43,6,29.11,0.4274,2022-12-30 00:00:00
1104,9,172,Dashboard navigation,27.18,8,33.18,0.0477,2023-01-12 00:00:00
1105,9,172,Anomaly identification,64.07,6,79.72,0.3378,2023-01-13 00:00:00
1106,9,172,Model output interpretation,595.28,1,33.37,0.6813,2023-01-02 00:00:00
1107,9,172,Alert triage,327.47,4,20.47,0.4127,2023-01-08 00:00:00
1108,9,463,Report export,113.51,5,67.24,0.7416,2023-01-01 00:00:00
1109,9,463,Model output interpretation,242.27,6,67.93,0.0274,2022-12-31 00:00:00
1110,9,463,Anomaly identification,354.91,4,56.88,0.2867,2022-12-24 00:00:00
1111,9,463,Search & filter,45.91,4,44.01,0.6271,2023-01-07 00:00:00
1112,9,33,Search & filter,472.58,0,30.08,0.1911,2023-01-01 00:00:00
1113,9,33,Model output interpretation,553.82,6,21.86,0.7148,2023-01-01 00:00:00
1114,9,247,Search & filter,86.73,7,73.92,0.3887,2023-01-01 00:00:00
1115,9,247,Dashboard navigation,219.17,0,64.2,0.1247,2023-01-10 00:00:00
1116,9,247,Checkout completion,230.68,3,85.45,0.5691,2022-12-27 00:00:00
1117,9,260,Dashboard navigation,232.8,0,20.82,0.8961,2022-12-25 00:00:00
1118,9,260,Model output interpretation,203.3,6,45.54,0.4321,2023-01-11 00:00:00
1119,9,260,Anomaly identification,594.9,1,52.41,0.1044,2023-01-04 00:00:00
1120,9,668,Alert triage,23.98,0,58.3,0.5736,2023-01-12 00:00:00
1121,9,668,Recommendation acceptance,62.03,4,36.09,0.3216,2023-01-05 00:00:00
1122,9,668,Checkout completion,556.18,7,45.62,0.104,2023-01-07 00:00:00
1123,9,190,Search & filter,429.53,7,37.42,0.3741,2022-12-27 00:00:00
1124,9,190,Model output interpretation,188.58,3,72.62,0.0288,2022-12-25 00:00:00
1125,9,190,Recommendation acceptance,208.88,2,74.13,0.6438,2023-01-01 00:00:00
1126,9,190,Dashboard navigation,345.04,4,22.3,0.1651,2022-12-24 00:00:00
1127,9,459,Anomaly identification,488.68,0,61.94,0.3514,2022-12-23 00:00:00
1128,9,459,Onboarding flow,28.63,4,19.11,0.04,2022-12-31 00:00:00
1129,9,52,Checkout completion,390.41,4,50.52,0.5124,2023-01-12 00:00:00
1130,9,52,Onboarding flow,136.07,3,14.54,0.5058,2022-12-27 00:00:00
1131,9,717,Onboarding flow,544.29,1,70.1,0.5352,2022-12-29 00:00:00
1132,9,717,Alert triage,562.9,1,36.55,0.0805,2022-12-24 00:00:00
1133,9,717,Search & filter,268.94,6,37.61,0.0167,2022-12-26 00:00:00
1134,9,717,Recommendation acceptance,64.05,0,66.5,0.3828,2023-01-05 00:00:00
1135,9,717,Dashboard navigation,155.76,5,32.63,0.2403,2023-01-05 00:00:00
1136,9,257,Search & filter,43.12,1,51.68,0.1084,2022-12-26 00:00:00
1137,9,257,Anomaly identification,509.92,3,13.71,0.5217,2022-12-31 00:00:00
1138,9,765,Model output interpretation,413.54,4,84.26,0.8356,2023-01-08 00:00:00
1139,9,765,Report export,50.55,3,41.92,0.7771,2022-12-23 00:00:00
1140,9,765,Recommendation acceptance,266.37,5,35.69,0.68,2023-01-06 00:00:00
1141,9,556,Alert triage,192.35,4,25.78,0.5187,2023-01-02 00:00:00
1142,9,556,Recommendation acceptance,467.15,3,70.5,0.3098,2022-12-28 00:00:00
1143,9,556,Checkout completion,264.8,8,75.67,0.3105,2022-12-28 00:00:00
1144,9,556,Onboarding flow,560.19,4,30.71,0.7225,2022-12-30 00:00:00
1145,9,674,Anomaly identification,360.08,3,25.91,0.5945,2022-12-29 00:00:00
1146,9,674,Model output interpretation,598.93,2,26.32,0.3293,2023-01-02 00:00:00
1147,9,303,Checkout completion,351.19,2,56.04,0.0999,2023-01-04 00:00:00
1148,9,303,Model output interpretation,86.87,2,11.86,0.704,2022-12-23 00:00:00
1149,9,644,Onboarding flow,523.77,0,51.13,0.1717,2022-12-30 00:00:00
1150,9,644,Search & filter,585.87,0,74.48,0.2115,2023-01-02 00:00:00
1151,9,644,Model output interpretation,527.57,8,29.7,0.1941,2022-12-28 00:00:00
1152,9,644,Dashboard navigation,147.94,6,27.12,0.4067,2023-01-07 00:00:00
1153,9,644,Checkout completion,279.84,3,89.68,0.8775,2023-01-12 00:00:00
1154,9,136,Onboarding flow,301.08,4,28.57,0.1556,2023-01-02 00:00:00
1155,9,136,Recommendation acceptance,56.62,4,37.19,0.7979,2023-01-11 00:00:00
1156,9,136,Alert triage,425.88,5,85.11,0.9025,2023-01-04 00:00:00
1157,9,136,Report export,128.52,8,78.54,0.6196,2022-12-26 00:00:00
1158,9,136,Anomaly identification,96.31,7,69.41,0.015,2022-12-22 00:00:00
1159,9,481,Alert triage,540.41,0,81.04,0.3136,2022-12-22 00:00:00
1160,9,481,Search & filter,110.75,1,34.19,0.5358,2023-01-02 00:00:00
1161,9,481,Checkout completion,562.92,4,26.88,0.6333,2023-01-04 00:00:00
1162,9,481,Anomaly identification,451.88,2,32.73,0.1947,2023-01-10 00:00:00
1163,9,146,Recommendation acceptance,497.06,6,18.71,0.8186,2023-01-12 00:00:00
1164,9,146,Anomaly identification,535.34,6,31.61,0.0605,2023-01-13 00:00:00
1165,9,146,Dashboard navigation,169.36,4,56.54,0.6082,2023-01-07 00:00:00
1166,9,39,Anomaly identification,114.03,0,77.01,0.0577,2023-01-01 00:00:00
1167,9,39,Alert triage,129.25,5,15.09,0.1334,2023-01-04 00:00:00
1168,9,106,Dashboard navigation,582.1,3,18.27,0.933,2023-01-05 00:00:00
1169,9,106,Search & filter,382.98,0,89.12,0.4543,2022-12-27 00:00:00
1170,9,106,Checkout completion,137.92,5,68.53,0.055,2023-01-04 00:00:00
1171,9,106,Report export,523.32,3,53.14,0.2355,2022-12-22 00:00:00
1172,9,106,Model output interpretation,52.55,1,22.36,0.0457,2023-01-03 00:00:00
1173,9,222,Report export,30.46,2,75.07,0.3275,2023-01-01 00:00:00
1174,9,222,Alert triage,242.95,5,74.66,0.1213,2023-01-07 00:00:00
1175,9,222,Checkout completion,468.07,0,18.29,0.7167,2023-01-11 00:00:00
1176,9,222,Search & filter,323.29,1,59.14,0.5979,2023-01-13 00:00:00
1177,9,222,Dashboard navigation,325.27,8,17.03,0.4918,2023-01-12 00:00:00
1178,9,262,Onboarding flow,552.55,4,24.33,0.6994,2022-12-26 00:00:00
1179,9,262,Alert triage,137.06,0,86.94,0.2431,2023-01-12 00:00:00
1180,9,262,Search & filter,491.13,2,49.49,0.4772,2023-01-12 00:00:00
1181,9,742,Alert triage,569.43,6,35.99,0.2854,2023-01-01 00:00:00
1182,9,742,Search & filter,156.34,5,17.9,0.7746,2022-12-26 00:00:00
1183,9,742,Dashboard navigation,591.07,0,45.23,0.066,2023-01-02 00:00:00
1184,9,742,Onboarding flow,136.12,0,65.98,0.982,2023-01-11 00:00:00
1185,9,742,Anomaly identification,507.01,6,44.37,0.7101,2022-12-23 00:00:00
1186,9,62,Onboarding flow,584.57,0,89.64,0.9329,2022-12-25 00:00:00
1187,9,62,Alert triage,574.78,7,71.24,0.3337,2023-01-09 00:00:00
1188,9,62,Recommendation acceptance,242.2,5,40.27,0.0452,2022-12-22 00:00:00
1189,9,122,Model output interpretation,282.48,4,43.98,0.2721,2022-12-29 00:00:00
1190,9,122,Anomaly identification,147.5,1,37.78,0.4964,2022-12-23 00:00:00
1191,9,122,Checkout completion,322.32,1,43.46,0.7495,2022-12-23 00:00:00
1192,9,122,Alert triage,216.45,3,70.35,0.4594,2023-01-05 00:00:00
1193,9,547,Report export,277.31,6,53.21,0.2597,2023-01-02 00:00:00
1194,9,547,Checkout completion,558.22,2,89.86,0.1,2023-01-08 00:00:00
1195,9,547,Recommendation acceptance,595.79,3,76.0,0.3554,2023-01-02 00:00:00
1196,9,547,Model output interpretation,186.02,3,12.61,0.4416,2022-12-30 00:00:00
1197,9,547,Dashboard navigation,197.83,4,14.16,0.7467,2022-12-24 00:00:00
1198,9,640,Checkout completion,109.1,8,14.21,0.7599,2022-12-24 00:00:00
1199,9,640,Dashboard navigation,375.5,1,85.34,0.4681,2022-12-28 00:00:00
1200,9,640,Onboarding flow,459.22,7,74.83,0.7185,2023-01-04 00:00:00
1201,9,640,Report export,271.11,3,41.5,0.7889,2022-12-31 00:00:00
1202,10,11,Model output interpretation,197.64,2,78.48,0.0732,2022-01-11 00:00:00
1203,10,11,Search & filter,280.28,8,73.52,0.3219,2022-01-19 00:00:00
1204,10,11,Onboarding flow,330.01,8,38.49,0.1323,2021-12-30 00:00:00
1205,10,11,Anomaly identification,47.94,2,67.57,0.1079,2022-01-02 00:00:00
1206,10,193,Report export,61.16,1,27.91,0.8071,2021-12-30 00:00:00
1207,10,193,Search & filter,367.45,0,66.63,0.7152,2022-01-23 00:00:00
1208,10,563,Anomaly identification,275.25,7,47.67,0.2241,2021-12-26 00:00:00
1209,10,563,Alert triage,385.8,4,33.32,0.1631,2021-12-19 00:00:00
1210,10,563,Checkout completion,252.62,6,53.27,0.3883,2022-01-01 00:00:00
1211,10,50,Report export,236.84,3,42.32,0.9341,2021-12-23 00:00:00
1212,10,50,Search & filter,374.92,3,50.9,0.577,2021-12-22 00:00:00
1213,10,611,Alert triage,18.92,5,69.27,0.8392,2022-01-04 00:00:00
1214,10,611,Onboarding flow,543.7,1,28.29,0.9266,2022-01-29 00:00:00
1215,10,611,Recommendation acceptance,156.89,2,36.39,0.2492,2021-12-30 00:00:00
1216,10,611,Model output interpretation,254.59,3,44.75,0.4801,2022-01-04 00:00:00
1217,10,611,Checkout completion,544.94,2,73.27,0.284,2022-01-03 00:00:00
1218,10,146,Search & filter,494.86,8,43.91,0.5469,2022-01-01 00:00:00
1219,10,146,Model output interpretation,88.21,4,69.4,0.3892,2022-01-08 00:00:00
1220,10,231,Alert triage,558.46,6,75.11,0.2783,2021-12-22 00:00:00
1221,10,231,Anomaly identification,160.51,7,82.63,0.7105,2022-01-18 00:00:00
1222,10,106,Alert triage,456.09,1,10.55,0.6471,2022-01-21 00:00:00
1223,10,106,Onboarding flow,33.12,3,26.06,0.7026,2022-01-03 00:00:00
1224,10,644,Search & filter,75.17,5,45.12,0.2897,2021-12-27 00:00:00
1225,10,644,Report export,530.73,2,86.79,0.8703,2022-01-10 00:00:00
1226,10,644,Checkout completion,186.29,6,88.05,0.6863,2022-01-28 00:00:00
1227,10,569,Search & filter,258.68,1,72.32,0.4411,2021-12-19 00:00:00
1228,10,569,Model output interpretation,380.18,2,15.25,0.0135,2021-12-16 00:00:00
1229,10,569,Onboarding flow,73.09,4,35.98,0.6575,2021-12-25 00:00:00
1230,10,569,Recommendation acceptance,565.97,5,51.96,0.7757,2022-01-20 00:00:00
1231,10,459,Alert triage,502.93,4,44.59,0.5782,2021-12-29 00:00:00
1232,10,459,Dashboard navigation,545.71,7,20.46,0.1115,2021-12-21 00:00:00
1233,10,459,Recommendation acceptance,546.56,7,17.79,0.1444,2021-12-31 00:00:00
1234,10,459,Search & filter,163.66,3,83.56,0.0056,2021-12-18 00:00:00
1235,10,459,Anomaly identification,445.24,0,29.44,0.8536,2022-01-27 00:00:00
1236,10,528,Report export,411.49,1,70.99,0.8323,2022-01-30 00:00:00
1237,10,528,Anomaly identification,363.87,7,60.54,0.2808,2022-02-03 00:00:00
1238,10,528,Onboarding flow,280.65,7,40.87,0.2478,2022-01-08 00:00:00
1239,10,528,Alert triage,395.71,6,70.0,0.9472,2021-12-23 00:00:00
1240,10,528,Recommendation acceptance,520.18,8,16.83,0.8156,2022-01-29 00:00:00
1241,10,204,Anomaly identification,139.46,4,10.87,0.8644,2022-01-25 00:00:00
1242,10,204,Alert triage,94.1,3,30.28,0.4757,2021-12-18 00:00:00
1243,10,204,Dashboard navigation,562.93,4,16.22,0.0794,2022-01-21 00:00:00
1244,10,204,Recommendation acceptance,472.16,3,86.05,0.8397,2021-12-18 00:00:00
1245,10,204,Model output interpretation,297.95,3,21.89,0.4481,2021-12-22 00:00:00
1246,10,492,Checkout completion,597.22,7,72.99,0.7339,2022-01-21 00:00:00
1247,10,492,Model output interpretation,358.97,0,59.47,0.2345,2021-12-20 00:00:00
1248,10,492,Report export,374.57,1,47.79,0.296,2022-02-03 00:00:00
1249,10,492,Recommendation acceptance,581.63,8,85.22,0.841,2022-01-28 00:00:00
1250,10,492,Search & filter,248.15,1,37.61,0.579,2021-12-21 00:00:00
1251,10,653,Anomaly identification,311.26,5,43.25,0.8459,2022-01-26 00:00:00
1252,10,653,Checkout completion,492.58,2,78.4,0.9869,2021-12-22 00:00:00
1253,10,653,Recommendation acceptance,407.52,7,88.73,0.3539,2021-12-24 00:00:00
1254,10,424,Checkout completion,31.22,6,14.88,0.6453,2022-01-25 00:00:00
1255,10,424,Onboarding flow,304.74,4,80.44,0.1613,2022-01-02 00:00:00
1256,10,424,Recommendation acceptance,552.38,5,74.8,0.991,2021-12-26 00:00:00
1257,10,424,Search & filter,55.7,3,37.71,0.6017,2022-01-23 00:00:00
1258,10,564,Search & filter,535.56,7,61.72,0.4169,2022-01-28 00:00:00
1259,10,564,Anomaly identification,457.58,0,29.52,0.3555,2022-01-09 00:00:00
1260,10,564,Dashboard navigation,573.72,7,60.51,0.4617,2022-01-30 00:00:00
1261,10,564,Model output interpretation,192.73,8,24.49,0.4073,2021-12-25 00:00:00
1262,10,686,Anomaly identification,122.67,8,66.03,0.6738,2022-01-22 00:00:00
1263,10,686,Recommendation acceptance,46.98,2,48.65,0.3995,2022-02-02 00:00:00
1264,10,686,Checkout completion,513.05,8,37.7,0.9288,2022-01-20 00:00:00
1265,10,303,Dashboard navigation,470.91,2,84.41,0.2176,2022-01-31 00:00:00
1266,10,303,Onboarding flow,159.74,8,25.31,0.7702,2022-01-27 00:00:00
1267,10,774,Report export,178.44,0,24.14,0.9988,2021-12-17 00:00:00
1268,10,774,Search & filter,137.8,2,78.0,0.8952,2022-01-26 00:00:00
1269,10,774,Anomaly identification,420.98,8,45.04,0.2234,2022-01-11 00:00:00
1270,10,774,Checkout completion,556.03,2,87.23,0.4461,2022-01-22 00:00:00
1271,10,542,Model output interpretation,522.61,5,73.42,0.9932,2021-12-31 00:00:00
1272,10,542,Report export,275.92,7,78.26,0.8776,2022-01-31 00:00:00
1273,10,542,Anomaly identification,362.48,8,62.0,0.1931,2022-01-11 00:00:00
1274,10,313,Report export,421.21,3,61.61,0.0875,2022-01-03 00:00:00
1275,10,313,Alert triage,536.83,1,44.83,0.1144,2022-01-19 00:00:00
1276,10,264,Report export,592.0,8,63.88,0.5742,2022-01-13 00:00:00
1277,10,264,Anomaly identification,291.81,0,18.54,0.5862,2022-01-26 00:00:00
1278,10,264,Onboarding flow,591.85,8,54.25,0.4814,2022-01-23 00:00:00
1279,10,397,Model output interpretation,144.66,6,77.9,0.5026,2022-01-04 00:00:00
1280,10,397,Anomaly identification,43.13,7,50.6,0.9806,2022-01-14 00:00:00
1281,10,397,Alert triage,439.67,6,80.63,0.7053,2022-01-13 00:00:00
1282,10,768,Report export,228.1,5,56.31,0.8048,2021-12-20 00:00:00
1283,10,768,Model output interpretation,28.58,7,78.72,0.1068,2022-02-03 00:00:00
1284,10,768,Onboarding flow,222.98,2,71.26,0.6027,2022-01-12 00:00:00
1285,10,505,Model output interpretation,453.26,4,71.78,0.4195,2021-12-31 00:00:00
1286,10,505,Alert triage,38.52,0,87.53,0.8139,2021-12-22 00:00:00
1287,10,505,Dashboard navigation,225.58,7,23.31,0.607,2022-01-07 00:00:00
1288,10,505,Report export,329.67,5,10.41,0.5167,2022-02-03 00:00:00
1289,10,479,Report export,242.0,1,63.9,0.3081,2022-01-12 00:00:00
1290,10,479,Search & filter,501.03,2,18.18,0.7474,2021-12-16 00:00:00
1291,10,645,Anomaly identification,370.35,2,49.68,0.3919,2022-01-21 00:00:00
1292,10,645,Onboarding flow,194.05,0,39.5,0.4017,2022-01-19 00:00:00
1293,10,645,Dashboard navigation,458.73,8,12.26,0.5423,2022-01-07 00:00:00
1294,10,645,Report export,579.39,4,78.32,0.5095,2022-01-09 00:00:00
1295,10,756,Report export,242.96,0,47.29,0.6602,2022-02-02 00:00:00
1296,10,756,Search & filter,370.99,6,41.21,0.8675,2022-01-24 00:00:00
1297,10,756,Checkout completion,577.34,1,23.16,0.9927,2022-01-05 00:00:00
1298,10,756,Onboarding flow,403.06,0,78.26,0.7116,2022-01-06 00:00:00
1299,10,285,Checkout completion,383.29,1,68.61,0.0715,2022-01-14 00:00:00
1300,10,285,Model output interpretation,573.64,4,24.94,0.4023,2022-01-01 00:00:00
1301,10,285,Dashboard navigation,74.97,0,55.55,0.505,2022-02-02 00:00:00
1302,10,285,Anomaly identification,339.44,8,47.13,0.9417,2021-12-18 00:00:00
1303,10,327,Onboarding flow,353.72,3,52.68,0.6941,2021-12-24 00:00:00
1304,10,327,Report export,87.83,6,45.81,0.1645,2022-02-01 00:00:00
1305,10,327,Recommendation acceptance,128.19,4,56.01,0.0443,2022-01-08 00:00:00
1306,10,327,Search & filter,113.14,8,17.91,0.9567,2021-12-17 00:00:00
1307,10,327,Checkout completion,67.33,1,70.66,0.1088,2022-01-01 00:00:00
1308,10,366,Checkout completion,508.03,1,13.72,0.7021,2022-02-02 00:00:00
1309,10,366,Alert triage,54.08,0,47.5,0.1676,2022-01-29 00:00:00
1310,10,290,Dashboard navigation,247.97,2,89.29,0.4394,2022-01-22 00:00:00
1311,10,290,Report export,94.43,3,71.33,0.8241,2022-01-23 00:00:00
1312,10,290,Alert triage,199.41,0,50.5,0.0906,2022-01-28 00:00:00
1313,10,436,Model output interpretation,521.22,7,21.08,0.5533,2021-12-25 00:00:00
1314,10,436,Checkout completion,205.17,8,39.62,0.3668,2022-01-19 00:00:00
1315,10,436,Onboarding flow,521.38,5,59.65,0.7449,2022-01-17 00:00:00
1316,10,436,Search & filter,297.73,1,15.8,0.7933,2022-02-02 00:00:00
1317,10,789,Recommendation acceptance,508.19,0,84.78,0.3156,2022-01-06 00:00:00
1318,10,789,Onboarding flow,29.06,6,83.75,0.9833,2022-01-12 00:00:00
1319,10,223,Alert triage,387.78,6,83.76,0.1366,2021-12-22 00:00:00
1320,10,223,Checkout completion,89.33,5,29.57,0.7737,2022-01-13 00:00:00
1321,10,612,Dashboard navigation,464.7,1,32.05,0.6327,2021-12-29 00:00:00
1322,10,612,Report export,578.56,3,11.3,0.9854,2022-01-15 00:00:00
1323,10,612,Onboarding flow,77.07,1,79.43,0.8405,2022-01-20 00:00:00
1324,10,612,Model output interpretation,488.29,5,67.87,0.078,2021-12-26 00:00:00
1325,10,612,Anomaly identification,514.14,5,45.74,0.4213,2022-01-14 00:00:00
1326,10,68,Search & filter,419.94,7,72.89,0.4207,2022-01-01 00:00:00
1327,10,68,Alert triage,504.74,2,52.61,0.9583,2021-12-24 00:00:00
1328,10,68,Dashboard navigation,433.27,8,28.66,0.7769,2022-02-03 00:00:00
1329,10,68,Report export,507.83,7,85.22,0.5783,2022-01-06 00:00:00
1330,10,68,Anomaly identification,433.58,4,45.07,0.7892,2022-01-30 00:00:00
1331,10,586,Recommendation acceptance,107.77,8,23.81,0.9921,2021-12-28 00:00:00
1332,10,586,Dashboard navigation,335.57,8,80.36,0.1497,2022-01-25 00:00:00
1333,10,525,Search & filter,437.64,0,80.06,0.0721,2022-02-03 00:00:00
1334,10,525,Dashboard navigation,520.97,8,65.43,0.3296,2022-01-23 00:00:00
1335,10,525,Anomaly identification,579.25,8,12.11,0.8975,2022-01-27 00:00:00
1336,10,525,Checkout completion,24.37,0,50.37,0.8315,2021-12-20 00:00:00
1337,10,647,Model output interpretation,285.96,6,74.23,0.0877,2022-01-08 00:00:00
1338,10,647,Dashboard navigation,416.97,7,58.61,0.6407,2022-01-06 00:00:00
1339,10,647,Anomaly identification,147.36,6,70.8,0.326,2022-01-27 00:00:00
1340,10,647,Onboarding flow,73.68,1,23.09,0.8742,2022-01-01 00:00:00
1341,10,647,Search & filter,17.85,3,78.93,0.4794,2022-01-13 00:00:00
